,Unnamed: 0,compound,flashpoint,pure substance,smiles,source
37,37,3-ethylpentane,261.0,1,C(C)C(CC)CC,carroll11
39,39,"cis-1,2-dimethylcyclopentane",269.0,1,C[C@H]1[C@H](CCC1)C,carroll11
40,40,methylcyclohexane,269.0,1,CC1CCCCC1,carroll11
42,42,"2,2-dimethylhexane",270.0,1,CC(C)(CCCC)C,carroll11
43,43,"2,2,3,3-tetramethylbutane",273.0,1,CC(C)(C(C)(C)C)C,carroll11
44,44,"2,5-dimethylhexane",271.0,1,CC(C)CCC(C)C,carroll11
46,46,"3,3-dimethylhexane",272.0,1,CC(CC)(CCC)C,carroll11
47,47,"2,3,4-trimethylpentane",273.0,1,CC(C)C(C(C)C)C,carroll11
48,48,"2,3,3-trimethylpentane",278.0,1,CC(C)C(CC)(C)C,carroll11
49,49,3-ethyl-2-methylpentane,276.0,1,C(C)C(C(C)C)CC,carroll11
50,50,"2,3-dimethylhexane",278.0,1,CC(C)C(CCC)C,carroll11
52,52,4-methylheptane,278.0,1,CC(CCC)CCC,carroll11
54,54,3-ethylhexane,278.0,1,C(C)C(CC)CCC,carroll11
55,55,cycloheptane,279.0,1,C1CCCCCC1,carroll11
57,57,"cis-1,3-dimethylcyclohexane",279.0,1,C[C@@H]1C[C@@H](CCC1)C,carroll11
59,59,"2,2,4,4-tetramethylpentane",279.0,1,CC(C)(CC(C)(C)C)C,carroll11
60,60,1-ethyl-1-methylcyclopentane,279.0,1,C(C)C1(CCCC1)C,carroll11
61,61,"2,2,5-trimethylhexane",286.0,1,CC(C)(CCC(C)C)C,carroll11
62,62,"trans-1,3-dimethylcyclohexane",281.0,1,C[C@@H]1C[C@H](CCC1)C,carroll11
64,64,isopropylcyclopentane,287.0,1,C(C)(C)C1CCCC1,carroll11
66,66,"cis-1,2-dimethylcyclohexane",285.0,1,C[C@H]1[C@H](CCCC1)C,carroll11
67,67,"2,4,4-trimethylhexane",288.0,1,CC(C)CC(CC)(C)C,carroll11
68,68,"2,3,5-trimethylhexane",288.0,1,CC(C)C(CC(C)C)C,carroll11
69,69,propylcyclopentane,289.0,1,C(CC)C1CCCC1,carroll11
70,70,ethylcyclohexane,291.0,1,C(C)C1CCCCC1,carroll11
71,71,"2,2,3,4-tetramethylpentane",284.0,1,CC(C)(C(C(C)C)C)C,carroll11
72,72,"2,4-dimethylheptane",288.0,1,CC(C)CC(CCC)C,carroll11
73,73,"2,2-dimethylheptane",297.0,1,CC(C)(CCCCC)C,carroll11
74,74,"3-ethyl-2,2-dimethylpentane",286.0,1,C(C)C(C(C)(C)C)CC,carroll11
75,75,"2,2,3-trimethylhexane",288.0,1,CC(C)(C(CCC)C)C,carroll11
76,76,"4,4-dimethylheptane",288.0,1,CC(CCC)(CCC)C,carroll11
78,78,"2,6-dimethylheptane",299.0,1,CC(C)CCCC(C)C,carroll11
79,79,"3,5-dimethylheptane",288.0,1,CC(CC)CC(CC)C,carroll11
80,80,"3-ethyl-2,4-dimethylpentane",288.0,1,C(C)C(C(C)C)C(C)C,carroll11
83,83,"2,3,4-trimethylhexane",288.0,1,CC(C)C(C(CC)C)C,carroll11
85,85,"2,3-dimethylheptane",288.0,1,CC(C)C(CCCC)C,carroll11
87,87,4-ethylheptane,288.0,1,C(C)C(CCC)CCC,carroll11
88,88,3-ethyl-4-methylhexane,288.0,1,C(C)C(CC)C(CC)C,carroll11
91,91,"3-ethyl-2,3-dimethylpentane",288.0,1,C(C)C(C(C)C)(CC)C,carroll11
92,92,4-methyloctane,295.0,1,CC(CCC)CCCC,carroll11
93,93,"3,3-diethylpentane",294.0,1,C(C)C(CC)(CC)CC,carroll11
94,94,"2,4,6-trimethylheptane",304.0,1,CC(C)CC(CC(C)C)C,carroll11
95,95,cyclooctane,301.0,1,C1CCCCCCC1,carroll11
96,96,"2,2,4,4-tetramethylhexane",304.0,1,CC(C)(CC(CC)(C)C)C,carroll11
97,97,"2,2-dimethyloctane",304.0,1,CC(C)(CCCCCC)C,carroll11
98,98,"2,2,3,4-tetramethylhexane",304.0,1,CC(C)(C(C(CC)C)C)C,carroll11
99,99,isopropylcyclohexane,308.0,1,C(C)(C)C1CCCCC1,carroll11
100,100,"3,3,5-trimethylheptane",304.0,1,CC(CC)(CC(CC)C)C,carroll11
101,101,"2,3,4,5-tetramethylhexane",304.0,1,CC(C)C(C(C(C)C)C)C,carroll11
102,102,propylcyclohexane,304.0,1,C(CC)C1CCCCC1,carroll11
103,103,butylcyclopentane,305.0,1,C(CCC)C1CCCC1,carroll11
104,104,3-ethyl-5-methylheptane,304.0,1,C(C)C(CC)CC(CC)C,carroll11
105,105,"2,6-dimethyloctane",307.0,1,CC(C)CCCC(CC)C,carroll11
106,106,"3-ethyl-2,2-dimethylhexane",311.0,1,C(C)C(C(C)(C)C)CCC,carroll11
107,107,"3,5-dimethyloctane",314.0,1,CC(CC)CC(CCC)C,carroll11
108,108,"2,2,3,3-tetramethylhexane",304.0,1,CC(C)(C(CCC)(C)C)C,carroll11
109,109,"3,3-dimethyloctane",314.0,1,CC(CC)(CCCCC)C,carroll11
110,110,"2,3,4,4-tetramethylhexane",304.0,1,CC(C)C(C(CC)(C)C)C,carroll11
111,111,4-propylheptane,308.0,1,C(CC)C(CCC)CCC,carroll11
113,113,"3,4,5-trimethylheptane",304.0,1,CC(CC)C(C(CC)C)C,carroll11
114,114,"2,3-dimethyloctane",309.0,1,CC(C)C(CCCCC)C,carroll11
116,116,"2,3,3,4-tetramethylhexane",304.0,1,CC(C)C(C(CC)C)(C)C,carroll11
117,117,5-methylnonane,310.0,1,CC(CCCC)CCCC,carroll11
118,118,4-methylnonane,311.0,1,CC(CCC)CCCCC,carroll11
119,119,4-ethyl-3-methylheptane,314.0,1,C(C)C(C(CC)C)CCC,carroll11
120,120,"3-ethyl-2,3,4-trimethylpentane",304.0,1,C(C)C(C(C)C)(C(C)C)C,carroll11
121,121,"3,3,4,4-tetramethylhexane",304.0,1,CC(CC)(C(CC)(C)C)C,carroll11
125,125,trans-decalin,326.0,1,C1CCC[C@@H]2CCCC[C@@H]12,carroll11
126,126,cis-decalin,330.0,1,C1CCC[C@@H]2CCCC[C@H]12,carroll11
127,127,cyclodecane,332.0,1,C1CCCCCCCCC1,carroll11
128,128,pentylcyclohexane,336.0,1,C(CCCC)C1CCCCC1,carroll11
129,129,bicyclohexyl,365.0,1,C1(CCCCC1)C1CCCCC1,carroll11
131,131,1-pentene,222.0,1,C=CCCC,carroll11
132,132,1-hexene,247.0,1,C=CCCCC,carroll11
133,133,1-heptene,264.0,1,C=CCCCCC,carroll11
134,134,1-nonene,298.0,1,C=CCCCCCCC,carroll11
135,135,1-decene,311.0,1,C=CCCCCCCCC,carroll11
137,137,1-dodecene,346.0,1,C=CCCCCCCCCCC,carroll11
139,139,1-tetradecene,370.0,1,C=CCCCCCCCCCCCC,carroll11
141,141,1-hexadecene,402.0,1,C=CCCCCCCCCCCCCCC,carroll11
142,142,1-heptadecene,414.0,1,C=CCCCCCCCCCCCCCCC,carroll11
144,144,cis-2-pentene,227.0,1,C\C=C/CC,carroll11
145,145,trans-2-pentene,228.0,1,C\C=C\CC,carroll11
146,146,cis-3-hexene,248.0,1,CC\C=C/CC,carroll11
147,147,trans-3-hexene,248.0,1,CC\C=C\CC,carroll11
148,148,trans-2-hexene,248.0,1,C\C=C\CCC,carroll11
149,149,cis-2-hexene,248.0,1,C\C=C/CCC,carroll11
151,151,trans-3-heptene,266.0,1,CC\C=C\CCC,carroll11
152,152,trans-2-heptene,267.0,1,C\C=C\CCCC,carroll11
153,153,cis-2-heptene,267.0,1,C\C=C/CCCC,carroll11
154,154,trans-4-octene,281.0,1,CCC\C=C\CCC,carroll11
155,155,trans-3-octene,282.0,1,CC\C=C\CCCC,carroll11
156,156,cis-4-octene,290.0,1,CCC\C=C/CCC,carroll11
158,158,trans-2-octene,287.0,1,C\C=C\CCCCC,carroll11
159,159,2-methyl-1-butene,226.0,1,CC(=C)CC,carroll11
160,160,2-methyl-2-butene,228.0,1,CC(C)=CC,carroll11
164,164,cis-4-methyl-2-pentene,240.0,1,CC(\C=C/C)C,carroll11
165,165,trans-4-methyl-2-pentene,246.0,1,CC(/C=C/C)C,carroll11
166,166,2-methyl-1-pentene,246.0,1,CC(=C)CCC,carroll11
167,167,2-ethyl-1-butene,247.0,1,C(C)C(=C)CC,carroll11
169,169,methylenecyclopentane,255.0,1,C=C1CCCC1,carroll11
170,170,1-methylcyclopentene,254.0,1,CC1=CCCC1,carroll11
171,171,"2,3,3-trimethyl-1-butene",256.0,1,CC(=C)C(C)(C)C,carroll11
172,172,cyclohexene,256.0,1,C1=CCCCC1,carroll11
173,173,3-methyl-1-hexene,255.0,1,CC(C=C)CCC,carroll11
174,174,"2,3-dimethyl-1-pentene",256.0,1,CC(=C)C(CC)C,carroll11
175,175,3-ethyl-1-pentene,256.0,1,C(C)C(C=C)CC,carroll11
176,176,5-methyl-1-hexene,263.0,1,CC(CCC=C)C,carroll11
177,177,4-methyl-1-hexene,258.0,1,CC(CC=C)CC,carroll11
178,178,2-methyl-1-hexene,265.0,1,CC(=C)CCCC,carroll11
179,179,2-ethyl-1-pentene,263.0,1,C(C)C(=C)CCC,carroll11
180,180,3-ethyl-2-pentene,267.0,1,C(C)C(=CC)CC,carroll11
182,182,"2,4,4-trimethyl-1-pentene",269.0,1,CC(=C)CC(C)(C)C,carroll11
183,183,4-methylcyclohexene,272.0,1,CC1CC=CCC1,carroll11
184,184,methylenecyclohexane,271.0,1,C=C1CCCCC1,carroll11
185,185,3-methylcyclohexene,270.0,1,CC1C=CCCC1,carroll11
186,186,"2,4,4-trimethyl-2-pentene",272.0,1,CC(C)=CC(C)(C)C,carroll11
187,187,1-methylcyclohexene,272.0,1,CC1=CCCCC1,carroll11
188,188,3-ethyl-1-hexene,274.0,1,C(C)C(C=C)CCC,carroll11
189,189,4-methyl-1-heptene,275.0,1,CC(CC=C)CCC,carroll11
190,190,2-methyl-1-heptene,283.0,1,CC(=C)CCCCC,carroll11
191,191,2-methyl-2-heptene,282.0,1,CC(C)=CCCCC,carroll11
192,192,allylcyclopentane,285.0,1,C(C=C)C1CCCC1,carroll11
193,193,vinylcyclohexane,294.0,1,C(=C)C1CCCCC1,carroll11
195,195,2-carene,311.0,1,C12C=C(CCC1C2(C)C)C,carroll11
196,196,isoprene,225.0,1,C=CC(C)=C,carroll11
197,197,"2,3-dimethyl-1,3-butadiene",251.0,1,CC(=C)C(=C)C,carroll11
199,199,"1,6-heptadiene",263.0,1,C=CCCCC=C,carroll11
201,201,"2,5-dimethyl-2,4-hexadiene",297.0,1,CC(C)=CC=C(C)C,carroll11
202,202,"1,8-nonadiene",299.0,1,C=CCCCCCC=C,carroll11
203,203,"1,3-cyclohexadiene",257.0,1,C1=CC=CCC1,carroll11
206,206,"1,5-cyclooctadiene",308.0,1,C1=CCCC=CCC1,carroll11
207,207,"2,5-norbornadiene",262.0,1,C12C=CC(C=C1)C2,carroll11
210,210,1-pentyne,239.0,1,C#CCCC,carroll11
211,211,1-hexyne,253.0,1,C#CCCCC,carroll11
212,212,1-heptyne,271.0,1,C#CCCCCC,carroll11
213,213,1-octyne,289.0,1,C#CCCCCCC,carroll11
214,214,1-nonyne,306.0,1,C#CCCCCCCC,carroll11
216,216,1-undecyne,338.0,1,C#CCCCCCCCCC,carroll11
217,217,1-dodecyne,352.0,1,C#CCCCCCCCCCC,carroll11
218,218,1-tridecyne,366.0,1,C#CCCCCCCCCCCC,carroll11
221,221,2-heptyne,281.0,1,CC#CCCCC,carroll11
222,222,2-octyne,297.0,1,CC#CCCCCC,carroll11
223,223,2-nonyne,312.0,1,CC#CCCCCCC,carroll11
224,224,2-decyne,326.0,1,CC#CCCCCCCC,carroll11
225,225,2-dodecyne,351.0,1,CC#CCCCCCCCCC,carroll11
226,226,3-hexyne,259.0,1,CCC#CCC,carroll11
227,227,3-heptyne,278.0,1,CCC#CCCC,carroll11
230,230,4-octyne,291.0,1,CCCC#CCCC,carroll11
231,231,3-decyne,325.0,1,CCC#CCCCCCC,carroll11
232,232,4-decyne,325.0,1,CCCC#CCCCCC,carroll11
233,233,4-undecyne,339.0,1,CCCC#CCCCCCC,carroll11
234,234,5-undecyne,339.0,1,CCCCC#CCCCCC,carroll11
236,236,4-methyl-1-pentyne,249.0,1,CC(CC#C)C,carroll11
238,238,5-methyl-1-hexyne,266.0,1,CC(CCC#C)C,carroll11
240,240,"1,7-octadiyne",296.0,1,C#CCCCCC#C,carroll11
241,241,"1,8-nonadiyne",315.0,1,C#CCCCCCC#C,carroll11
242,242,benzene,262.0,1,C1=CC=CC=C1,carroll11
243,243,toluene,280.0,1,CC1=CC=CC=C1,carroll11
244,244,ethylbenzene,294.0,1,C(C)C1=CC=CC=C1,carroll11
245,245,propylbenzene,303.0,1,C(CC)C1=CC=CC=C1,carroll11
248,248,hexylbenzene,356.0,1,C(CCCCC)C1=CC=CC=C1,carroll11
249,249,heptylbenzene,368.0,1,C(CCCCCC)C1=CC=CC=C1,carroll11
250,250,octylbenzene,380.0,1,C(CCCCCCC)C1=CC=CC=C1,carroll11
251,251,nonylbenzene,390.0,1,C(CCCCCCCC)C1=CC=CC=C1,carroll11
253,253,p-xylene,298.0,1,C1(=CC=C(C=C1)C)C,carroll11
255,255,o-xylene,303.0,1,C=1(C(=CC=CC1)C)C,carroll11
256,256,cumene,304.0,1,C1(=CC=CC=C1)C(C)C,carroll11
257,257,p-ethyltoluene,309.0,1,C(C)C1=CC=C(C)C=C1,carroll11
258,258,m-ethyltoluene,311.0,1,C(C)C=1C=C(C)C=CC1,carroll11
259,259,o-ethyltoluene,312.0,1,C(C)C1=C(C)C=CC=C1,carroll11
262,262,tert-butylbenzene,317.0,1,C(C)(C)(C)C1=CC=CC=C1,carroll11
263,263,isobutylbenzene,323.0,1,C(C(C)C)C1=CC=CC=C1,carroll11
264,264,m-isopropyltoluene,320.0,1,C(C)(C)C=1C=C(C)C=CC1,carroll11
265,265,"1,2,3-trimethylbenzene",324.0,1,CC1=C(C(=CC=C1)C)C,carroll11
266,266,p-isopropyltoluene,320.0,1,C(C)(C)C1=CC=C(C)C=C1,carroll11
268,268,m-diethylbenzene,324.0,1,C(C)C1=CC(=CC=C1)CC,carroll11
269,269,m-propyltoluene,325.0,1,C(CC)C=1C=C(C)C=CC1,carroll11
270,270,p-diethylbenzene,328.0,1,C(C)C1=CC=C(C=C1)CC,carroll11
273,273,"2-ethyl-1,4-dimethylbenzene",329.0,1,C(C)C1=C(C=CC(=C1)C)C,carroll11
274,274,"1-ethyl-2,4-dimethylbenzene",330.0,1,C(C)C1=C(C=C(C=C1)C)C,carroll11
275,275,"4-ethyl-1,2-dimethylbenzene",331.0,1,C(C)C1=CC(=C(C=C1)C)C,carroll11
276,276,1-ethyl-3-isopropylbenzene,336.0,1,C(C)C1=CC(=CC=C1)C(C)C,carroll11
277,277,"1-ethyl-2,3-dimethylbenzene",338.0,1,C(C)C1=C(C(=CC=C1)C)C,carroll11
278,278,1-phenyl-2-methylbutane,337.0,1,C1(=CC=CC=C1)CC(CC)C,carroll11
279,279,isopentylbenzene,335.0,1,C(CC(C)C)C1=CC=CC=C1,carroll11
280,280,"1,2,3,5-tetramethylbenzene",336.0,1,CC1=C(C(=CC(=C1)C)C)C,carroll11
281,281,"1,3-diisopropylbenzene",349.0,1,C(C)(C)C1=CC(=CC=C1)C(C)C,carroll11
282,282,"1,2,3,4-tetramethylbenzene",341.0,1,CC1=C(C(=C(C=C1)C)C)C,carroll11
284,284,"1,2-dimethyl-3-propylbenzene",345.0,1,CC1=C(C(=CC=C1)CCC)C,carroll11
285,285,"1,4-diisopropylbenzene",349.0,1,C(C)(C)C1=CC=C(C=C1)C(C)C,carroll11
286,286,"1,2,3,4-tetrahydronaphthalene",344.0,1,C1CCCC2=CC=CC=C12,carroll11
287,287,cyclohexylbenzene,371.0,1,C1(CCCCC1)C1=CC=CC=C1,carroll11
288,288,(1-methylheptyl)benzene,373.0,1,CC(CCCCCC)C1=CC=CC=C1,carroll11
289,289,diphenylmethane,400.0,1,C1(=CC=CC=C1)CC1=CC=CC=C1,carroll11
290,290,ethylformate,254.0,1,C(C)OC=O,carroll11
292,292,butylformate,291.0,1,C(CCC)OC=O,carroll11
293,293,pentylformate,299.0,1,C(CCCC)OC=O,carroll11
294,294,hexylformate,317.0,1,C(CCCCC)OC=O,carroll11
295,295,heptylformate,333.0,1,C(CCCCCC)OC=O,carroll11
296,296,octylformate,342.0,1,C(CCCCCCC)OC=O,carroll11
297,297,nonylformate,361.0,1,C(CCCCCCCC)OC=O,carroll11
298,298,decylformate,373.0,1,C(CCCCCCCCC)OC=O,carroll11
299,299,isopropylformate,259.0,1,C(C)(C)OC=O,carroll11
300,300,tert-butylformate,264.0,1,C(C)(C)(C)OC=O,carroll11
301,301,isopentylformate,295.0,1,C(CC(C)C)OC=O,carroll11
302,302,isobutylformate,277.0,1,C(C(C)C)OC=O,carroll11
303,303,cyclohexylformate,324.0,1,C1(CCCCC1)C(=O)[O-],carroll11
305,305,ethylacetate,269.0,1,C(C)OC(C)=O,carroll11
306,306,propylacetate,283.0,1,C(CC)OC(C)=O,carroll11
308,308,pentylacetate,312.0,1,C(CCCC)OC(C)=O,carroll11
309,309,hexylacetate,328.0,1,C(CCCCC)OC(C)=O,carroll11
311,311,octylacetate,355.0,1,C(CCCCCCC)OC(C)=O,carroll11
312,312,nonylacetate,364.0,1,C(CCCCCCCC)OC(C)=O,carroll11
313,313,decylacetate,377.0,1,C(CCCCCCCCC)OC(C)=O,carroll11
314,314,undecylacetate,384.0,1,C(CCCCCCCCCC)OC(C)=O,carroll11
315,315,dodecylacetate,393.0,1,C(CCCCCCCCCCC)OC(C)=O,carroll11
316,316,isopropylacetate,275.0,1,C(C)(C)OC(C)=O,carroll11
317,317,tert-butylacetate,277.0,1,C(C)(C)(C)OC(C)=O,carroll11
318,318,sec-butylacetate,289.0,1,C(C)(CC)OC(C)=O,carroll11
319,319,isobutylacetate,291.0,1,C(C(C)C)OC(C)=O,carroll11
323,323,cyclohexylacetate,331.0,1,C1(CCCCC1)CC(=O)[O-],carroll11
324,324,cyclodecylacetate,379.0,1,C1(CCCCCCCCC1)CC(=O)[O-],carroll11
325,325,methylpropanoate,271.0,1,COC(CC)=O,carroll11
326,326,ethylpropanoate,285.0,1,C(C)OC(CC)=O,carroll11
327,327,tert-butylpropanoate,293.0,1,C(C)(C)(C)OC(CC)=O,carroll11
329,329,butylpropanoate,311.0,1,C(CCC)OC(CC)=O,carroll11
330,330,isopentylpropanoate,319.0,1,C(CC(C)C)OC(CC)=O,carroll11
331,331,pentylpropanoate,326.0,1,C(CCCC)OC(CC)=O,carroll11
332,332,hexylpropanoate,338.0,1,C(CCCCC)OC(CC)=O,carroll11
333,333,cyclohexylpropanoate,341.0,1,C1(CCCCC1)OC(CC)=O,carroll11
336,336,propylbutanoate,308.0,1,C(CC)OC(CCC)=O,carroll11
338,338,butylbutanoate,322.0,1,C(CCC)OC(CCC)=O,carroll11
339,339,isopentylbutanoate,332.0,1,C(CC(C)C)OC(CCC)=O,carroll11
340,340,methylpentanoate,295.0,1,COC(CCCC)=O,carroll11
341,341,ethylpentanoate,308.0,1,C(C)OC(CCCC)=O,carroll11
342,342,methylhexanoate,314.0,1,COC(CCCCC)=O,carroll11
344,344,methyloctanoate,342.0,1,COC(CCCCCCC)=O,carroll11
345,345,methyl2-methylpropanoate,276.0,1,COC(C(C)C)=O,carroll11
346,346,ethyl2-methylpropanoate,286.0,1,C(C)OC(C(C)C)=O,carroll11
347,347,methylcyclopropanecarboxylate,291.0,1,COC(=O)C1CC1,carroll11
348,348,propyl2-methylpropanoate,303.0,1,C(CC)OC(C(C)C)=O,carroll11
349,349,isobutyl2-methylpropanoate,311.0,1,C(C(C)C)OC(C(C)C)=O,carroll11
350,350,methylcyclohexanecarboxylate,333.0,1,COC(=O)C1CCCCC1,carroll11
351,351,4-methyl-4-vinylbutyrolactone,348.0,1,CC1(CCC(=O)O1)C=C,carroll11
353,353,diethylether,233.0,1,C(C)OCC,carroll11
354,354,propyleneoxide,236.0,1,C1C(C)O1,carroll11
357,357,2-methoxybutane,244.0,1,COC(C)CC,carroll11
358,358,ethylpropylether,248.0,1,C(C)OCCC,carroll11
359,359,tetrahydrofuran,252.0,1,O1CCCC1,carroll11
360,360,diisopropylether,245.0,1,C(C)(C)OC(C)C,carroll11
361,361,butylmethylether,263.0,1,C(CCC)OC,carroll11
362,362,2-methyltetrahydrofuran,261.0,1,CC1OCCC1,carroll11
363,363,methyltert-pentylether,266.0,1,COC(C)(C)CC,carroll11
365,365,cyclopentylmethylether,272.0,1,C1(CCCC1)OC,carroll11
367,367,cyclohexeneoxide,297.0,1,C12C(CCCC1)O2,carroll11
368,368,cyclohexylmethylether,294.0,1,C1(CCCCC1)OC,carroll11
369,369,dibutylether,298.0,1,C(CCC)OCCCC,carroll11
370,370,diisopentylether,319.0,1,C(CC(C)C)OCCC(C)C,carroll11
372,372,diethoxymethane,268.0,1,C(C)OCOCC,carroll11
373,373,"1,1-dimethoxyethane",256.0,1,COC(C)OC,carroll11
375,375,isopropylglycidylether,306.0,1,C(C)(C)OCC1CO1,carroll11
376,376,triethoxymethane,308.0,1,C(C)OC(OCC)OCC,carroll11
377,377,"1,3-dioxolane",267.0,1,O1COCC1,carroll11
378,378,"2-methyl-1,3-dioxolane",271.0,1,CC1OCCO1,carroll11
379,379,"1,4-dioxane",284.0,1,O1CCOCC1,carroll11
380,380,propanal,246.0,1,C(CC)=O,carroll11
381,381,butanal,266.0,1,C(CCC)=O,carroll11
382,382,pentanal,281.0,1,C(CCCC)=O,carroll11
385,385,octanal,324.0,1,C(CCCCCCC)=O,carroll11
386,386,nonanal,336.0,1,C(CCCCCCCC)=O,carroll11
387,387,decanal,356.0,1,C(CCCCCCCCC)=O,carroll11
388,388,undecanal,368.0,1,C(CCCCCCCCCC)=O,carroll11
389,389,dodecanal,375.0,1,C(CCCCCCCCCCC)=O,carroll11
390,390,2-methylpropanal,254.0,1,CC(C=O)C,carroll11
391,391,acetone,253.0,1,CC(=O)C,carroll11
393,393,2-heptanone,312.0,1,CC(CCCCC)=O,carroll11
394,394,2-octanone,329.0,1,CC(CCCCCC)=O,carroll11
395,395,2-nonanone,341.0,1,CC(CCCCCCC)=O,carroll11
396,396,2-decanone,358.0,1,CC(CCCCCCCC)=O,carroll11
397,397,2-undecanone,362.0,1,CC(CCCCCCCCC)=O,carroll11
399,399,3-pentanone,280.0,1,CCC(CC)=O,carroll11
400,400,3-hexanone,296.0,1,CCC(CCC)=O,carroll11
401,401,3-heptanone,311.0,1,CCC(CCCC)=O,carroll11
402,402,3-octanone,324.0,1,CCC(CCCCC)=O,carroll11
403,403,3-nonanone,336.0,1,CCC(CCCCCC)=O,carroll11
404,404,3-undecanone,362.0,1,CCC(CCCCCCCC)=O,carroll11
405,405,3-methyl-2-butanone,272.0,1,CC(C(C)=O)C,carroll11
406,406,cyclobutanone,283.0,1,C1(CCC1)=O,carroll11
407,407,pinacolone,278.0,1,CC(C(C)(C)C)=O,carroll11
408,408,cyclopropylmethylketone,286.0,1,C1(CC1)C(=O)C,carroll11
409,409,2-methyl-3-pentanone,289.0,1,CC(C)C(CC)=O,carroll11
410,410,4-methyl-2-pentanone,287.0,1,CC(CC(C)=O)C,carroll11
411,411,2-ethylbutanal,294.0,1,C(C)C(C=O)CC,carroll11
412,412,3-methyl-2-pentanone,285.0,1,CC(C(C)=O)CC,carroll11
413,413,cyclopentanone,299.0,1,C1(CCCC1)=O,carroll11
414,414,3-ethylcyclopentanone,319.0,1,C(C)C1CC(CC1)=O,carroll11
415,415,"trans-3,4-dimethylcyclopentanone",314.0,1,C[C@@H]1CC(C[C@H]1C)=O,carroll11
416,416,2-butylcyclopentanone,341.0,1,C(CCC)C1C(CCC1)=O,carroll11
417,417,3-methylcyclopentanone,307.0,1,CC1CC(CC1)=O,carroll11
418,418,2-methylcyclopentanone,299.0,1,CC1C(CCC1)=O,carroll11
419,419,2-pentylcyclopentanone,351.0,1,C(CCCC)C1C(CCC1)=O,carroll11
420,420,"trans-2,4-dimethylcyclopentanone",315.0,1,C[C@@H]1C(C[C@H](C1)C)=O,carroll11
422,422,2-cyclopentylcyclopentanone,363.0,1,C1(CCCC1)C1C(CCC1)=O,carroll11
423,423,"2,4,4-trimethylcyclopentanone",316.0,1,CC1C(CC(C1)(C)C)=O,carroll11
424,424,3-tert-butylcyclopentanone,337.0,1,C(C)(C)(C)C1CC(CC1)=O,carroll11
425,425,cyclopentanecarboxaldehyde,301.0,1,C1(CCCC1)C=O,carroll11
426,426,5-methyl-2-hexanone,309.0,1,CC(CCC(C)=O)C,carroll11
427,427,cyclohexanone,316.0,1,C1(CCCCC1)=O,carroll11
428,428,2-methoxycyclohexanone,342.0,1,COC1C(CCCC1)=O,carroll11
429,429,3-methylcyclohexanone,321.0,1,CC1CC(CCC1)=O,carroll11
430,430,2-ethylcyclohexanone,332.0,1,C(C)C1C(CCCC1)=O,carroll11
431,431,2-isopropylcyclohexanone,338.0,1,C(C)(C)C1C(CCCC1)=O,carroll11
432,432,2-methylcyclohexanone,319.0,1,CC1C(CCCC1)=O,carroll11
433,433,4-methylcyclohexanone,321.0,1,CC1CCC(CC1)=O,carroll11
435,435,4-propylcyclohexanone,359.0,1,C(CC)C1CCC(CC1)=O,carroll11
436,436,4-isopropylcyclohexanone,338.0,1,C(C)(C)C1CCC(CC1)=O,carroll11
